ds	country	polygon_source	polygon_id	polygon_name	all_day_bing_tiles_visited_relative_change	all_day_ratio_single_tile_users	baseline_name	baseline_type
2020-10-23	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.16237	0.18172	full_february	DAY_OF_WEEK
2020-10-24	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.13652	0.16781	full_february	DAY_OF_WEEK
2020-10-25	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.36315	0.21514	full_february	DAY_OF_WEEK
2020-10-26	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.19061	0.16749	full_february	DAY_OF_WEEK
2020-10-27	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.26795	0.20227	full_february	DAY_OF_WEEK
2020-10-28	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.21522	0.20972	full_february	DAY_OF_WEEK
2020-10-29	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.2935	0.21757	full_february	DAY_OF_WEEK
2020-10-30	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.35367	0.26012	full_february	DAY_OF_WEEK
2020-10-31	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.43526	0.26547	full_february	DAY_OF_WEEK
2020-11-01	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.39222	0.26759	full_february	DAY_OF_WEEK
2020-11-02	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.43402	0.26447	full_february	DAY_OF_WEEK
2020-11-03	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.40504	0.26187	full_february	DAY_OF_WEEK
2020-11-04	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.38571	0.30318	full_february	DAY_OF_WEEK
2020-11-05	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.40664	0.27831	full_february	DAY_OF_WEEK
2020-11-06	LKA	GADM	LKA.14.9_1	Ibbagamuwa	-0.43003	0.27956	full_february	DAY_OF_WEEK
2020-03-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.15249	0.16638	full_february	DAY_OF_WEEK
2020-03-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.06865	0.10801	full_february	DAY_OF_WEEK
2020-03-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05297	0.12878	full_february	DAY_OF_WEEK
2020-03-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08817	0.11718	full_february	DAY_OF_WEEK
2020-03-05	LKA	GADM	LKA.15.2_1	Mannar Town	0.00818	0.13306	full_february	DAY_OF_WEEK
2020-03-06	LKA	GADM	LKA.15.2_1	Mannar Town	0.0116	0.15657	full_february	DAY_OF_WEEK
2020-03-07	LKA	GADM	LKA.15.2_1	Mannar Town	0.04073	0.13109	full_february	DAY_OF_WEEK
2020-03-08	LKA	GADM	LKA.15.2_1	Mannar Town	0.02359	0.18483	full_february	DAY_OF_WEEK
2020-03-09	LKA	GADM	LKA.15.2_1	Mannar Town	0.06995	0.16686	full_february	DAY_OF_WEEK
2020-03-10	LKA	GADM	LKA.15.2_1	Mannar Town	0.05525	0.12136	full_february	DAY_OF_WEEK
2020-03-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02907	0.14798	full_february	DAY_OF_WEEK
2020-03-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05448	0.12684	full_february	DAY_OF_WEEK
2020-03-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0663	0.14841	full_february	DAY_OF_WEEK
2020-03-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09616	0.1785	full_february	DAY_OF_WEEK
2020-03-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.16546	0.20514	full_february	DAY_OF_WEEK
2020-03-16	LKA	GADM	LKA.15.2_1	Mannar Town	-0.26368	0.19902	full_february	DAY_OF_WEEK
2020-03-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.14581	0.15219	full_february	DAY_OF_WEEK
2020-03-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.16932	0.17931	full_february	DAY_OF_WEEK
2020-03-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.23697	0.19284	full_february	DAY_OF_WEEK
2020-03-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12944	0.19533	full_february	DAY_OF_WEEK
2020-03-21	LKA	GADM	LKA.15.2_1	Mannar Town	-0.6879	0.45355	full_february	DAY_OF_WEEK
2020-03-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.63641	0.43897	full_february	DAY_OF_WEEK
2020-03-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.69036	0.45266	full_february	DAY_OF_WEEK
2020-03-24	LKA	GADM	LKA.15.2_1	Mannar Town	-0.33364	0.21644	full_february	DAY_OF_WEEK
2020-03-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65335	0.46553	full_february	DAY_OF_WEEK
2020-03-26	LKA	GADM	LKA.15.2_1	Mannar Town	-0.635	0.4339	full_february	DAY_OF_WEEK
2020-03-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.346	0.21519	full_february	DAY_OF_WEEK
2020-03-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.59566	0.43891	full_february	DAY_OF_WEEK
2020-03-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65852	0.45391	full_february	DAY_OF_WEEK
2020-03-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.38021	0.23615	full_february	DAY_OF_WEEK
2020-03-31	LKA	GADM	LKA.15.2_1	Mannar Town	-0.62185	0.44605	full_february	DAY_OF_WEEK
2020-04-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.42528	0.26857	full_february	DAY_OF_WEEK
2020-04-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.64859	0.47838	full_february	DAY_OF_WEEK
2020-04-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.66083	0.44964	full_february	DAY_OF_WEEK
2020-04-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65142	0.4539	full_february	DAY_OF_WEEK
2020-04-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65804	0.48905	full_february	DAY_OF_WEEK
2020-04-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.28328	0.20912	full_february	DAY_OF_WEEK
2020-04-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.66413	0.44798	full_february	DAY_OF_WEEK
2020-04-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.61132	0.43077	full_february	DAY_OF_WEEK
2020-04-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.31742	0.22196	full_february	DAY_OF_WEEK
2020-04-10	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65081	0.47465	full_february	DAY_OF_WEEK
2020-04-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65747	0.45225	full_february	DAY_OF_WEEK
2020-04-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.60011	0.48494	full_february	DAY_OF_WEEK
2020-04-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.64616	0.48339	full_february	DAY_OF_WEEK
2020-04-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.68204	0.45119	full_february	DAY_OF_WEEK
2020-04-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.62731	0.448	full_february	DAY_OF_WEEK
2020-04-16	LKA	GADM	LKA.15.2_1	Mannar Town	-0.23802	0.19239	full_february	DAY_OF_WEEK
2020-04-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.62799	0.43031	full_february	DAY_OF_WEEK
2020-04-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.62527	0.43108	full_february	DAY_OF_WEEK
2020-04-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.5986	0.43993	full_february	DAY_OF_WEEK
2020-04-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.32429	0.22713	full_february	DAY_OF_WEEK
2020-04-21	LKA	GADM	LKA.15.2_1	Mannar Town	-0.36713	0.21346	full_february	DAY_OF_WEEK
2020-04-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.34791	0.22361	full_february	DAY_OF_WEEK
2020-04-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.30954	0.22638	full_february	DAY_OF_WEEK
2020-04-24	LKA	GADM	LKA.15.2_1	Mannar Town	-0.34586	0.21585	full_february	DAY_OF_WEEK
2020-04-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.66651	0.43503	full_february	DAY_OF_WEEK
2020-04-26	LKA	GADM	LKA.15.2_1	Mannar Town	-0.65866	0.46721	full_february	DAY_OF_WEEK
2020-04-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.61081	0.43335	full_february	DAY_OF_WEEK
2020-04-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.25088	0.22481	full_february	DAY_OF_WEEK
2020-04-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.3552	0.22948	full_february	DAY_OF_WEEK
2020-04-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.28823	0.24048	full_february	DAY_OF_WEEK
2020-05-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.63882	0.4265	full_february	DAY_OF_WEEK
2020-05-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.56518	0.42217	full_february	DAY_OF_WEEK
2020-05-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.64194	0.42717	full_february	DAY_OF_WEEK
2020-05-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.32791	0.21016	full_february	DAY_OF_WEEK
2020-05-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.33644	0.24307	full_february	DAY_OF_WEEK
2020-05-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.20553	0.22707	full_february	DAY_OF_WEEK
2020-05-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.59862	0.3863	full_february	DAY_OF_WEEK
2020-05-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.60162	0.3961	full_february	DAY_OF_WEEK
2020-05-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.58474	0.40078	full_february	DAY_OF_WEEK
2020-05-10	LKA	GADM	LKA.15.2_1	Mannar Town	-0.56837	0.38002	full_february	DAY_OF_WEEK
2020-05-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.32063	0.19822	full_february	DAY_OF_WEEK
2020-05-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.2557	0.19023	full_february	DAY_OF_WEEK
2020-05-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.24626	0.21697	full_february	DAY_OF_WEEK
2020-05-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.20683	0.22256	full_february	DAY_OF_WEEK
2020-05-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.27745	0.20966	full_february	DAY_OF_WEEK
2020-05-16	LKA	GADM	LKA.15.2_1	Mannar Town	-0.28714	0.21226	full_february	DAY_OF_WEEK
2020-05-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.54693	0.34493	full_february	DAY_OF_WEEK
2020-05-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.27429	0.17953	full_february	DAY_OF_WEEK
2020-05-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.24115	0.19037	full_february	DAY_OF_WEEK
2020-05-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.16396	0.18106	full_february	DAY_OF_WEEK
2020-05-21	LKA	GADM	LKA.15.2_1	Mannar Town	-0.22768	0.19078	full_february	DAY_OF_WEEK
2020-05-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.2157	0.17376	full_february	DAY_OF_WEEK
2020-05-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11321	0.19422	full_february	DAY_OF_WEEK
2020-05-24	LKA	GADM	LKA.15.2_1	Mannar Town	-0.50319	0.30155	full_february	DAY_OF_WEEK
2020-05-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.5416	0.36234	full_february	DAY_OF_WEEK
2020-05-26	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09356	0.17548	full_february	DAY_OF_WEEK
2020-05-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.16288	0.17778	full_february	DAY_OF_WEEK
2020-05-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11011	0.16742	full_february	DAY_OF_WEEK
2020-05-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02309	0.1712	full_february	DAY_OF_WEEK
2020-05-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12511	0.18158	full_february	DAY_OF_WEEK
2020-05-31	LKA	GADM	LKA.15.2_1	Mannar Town	-0.40188	0.31165	full_february	DAY_OF_WEEK
2020-06-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.13053	0.16582	full_february	DAY_OF_WEEK
2020-06-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.19107	0.16465	full_february	DAY_OF_WEEK
2020-06-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01221	0.14537	full_february	DAY_OF_WEEK
2020-06-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.4604	0.31196	full_february	DAY_OF_WEEK
2020-06-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.55273	0.31396	full_february	DAY_OF_WEEK
2020-06-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.19606	0.19919	full_february	DAY_OF_WEEK
2020-06-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11769	0.22486	full_february	DAY_OF_WEEK
2020-06-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12893	0.16351	full_february	DAY_OF_WEEK
2020-06-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.17276	0.15923	full_february	DAY_OF_WEEK
2020-06-10	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09546	0.1276	full_february	DAY_OF_WEEK
2020-06-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12035	0.15374	full_february	DAY_OF_WEEK
2020-06-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05239	0.14669	full_february	DAY_OF_WEEK
2020-06-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.18323	0.18525	full_february	DAY_OF_WEEK
2020-06-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.2489	0.21251	full_february	DAY_OF_WEEK
2020-06-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08221	0.16358	full_february	DAY_OF_WEEK
2020-06-16	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10613	0.15714	full_february	DAY_OF_WEEK
2020-06-17	LKA	GADM	LKA.15.2_1	Mannar Town	0.06192	0.1526	full_february	DAY_OF_WEEK
2020-06-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08131	0.16186	full_february	DAY_OF_WEEK
2020-06-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08653	0.16797	full_february	DAY_OF_WEEK
2020-06-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.22255	0.18725	full_february	DAY_OF_WEEK
2020-06-21	LKA	GADM	LKA.15.2_1	Mannar Town	-0.1536	0.22834	full_february	DAY_OF_WEEK
2020-06-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12698	0.13982	full_february	DAY_OF_WEEK
2020-06-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08793	0.16631	full_february	DAY_OF_WEEK
2020-06-24	LKA	GADM	LKA.15.2_1	Mannar Town	0.06417	0.15164	full_february	DAY_OF_WEEK
2020-06-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07433	0.16838	full_february	DAY_OF_WEEK
2020-06-26	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02323	0.16807	full_february	DAY_OF_WEEK
2020-06-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08981	0.17215	full_february	DAY_OF_WEEK
2020-06-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.04236	0.19279	full_february	DAY_OF_WEEK
2020-06-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09093	0.1553	full_february	DAY_OF_WEEK
2020-06-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02013	0.16146	full_february	DAY_OF_WEEK
2020-07-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01408	0.17347	full_february	DAY_OF_WEEK
2020-07-02	LKA	GADM	LKA.15.2_1	Mannar Town	0.06609	0.16677	full_february	DAY_OF_WEEK
2020-07-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11215	0.13589	full_february	DAY_OF_WEEK
2020-07-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0637	0.17655	full_february	DAY_OF_WEEK
2020-07-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08371	0.18364	full_february	DAY_OF_WEEK
2020-07-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.054	0.16548	full_february	DAY_OF_WEEK
2020-07-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12065	0.14698	full_february	DAY_OF_WEEK
2020-07-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07592	0.16678	full_february	DAY_OF_WEEK
2020-07-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07234	0.14509	full_february	DAY_OF_WEEK
2020-07-10	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03031	0.17262	full_february	DAY_OF_WEEK
2020-07-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12316	0.1741	full_february	DAY_OF_WEEK
2020-07-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.1817	0.19317	full_february	DAY_OF_WEEK
2020-07-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10371	0.16136	full_february	DAY_OF_WEEK
2020-07-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.17685	0.15086	full_february	DAY_OF_WEEK
2020-07-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07159	0.15997	full_february	DAY_OF_WEEK
2020-07-16	LKA	GADM	LKA.15.2_1	Mannar Town	0.01712	0.17177	full_february	DAY_OF_WEEK
2020-07-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03186	0.18704	full_february	DAY_OF_WEEK
2020-07-18	LKA	GADM	LKA.15.2_1	Mannar Town	0.00527	0.15761	full_february	DAY_OF_WEEK
2020-07-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07241	0.18816	full_february	DAY_OF_WEEK
2020-07-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10443	0.15896	full_february	DAY_OF_WEEK
2020-07-21	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03893	0.11337	full_february	DAY_OF_WEEK
2020-07-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05253	0.18061	full_february	DAY_OF_WEEK
2020-07-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0178	0.16423	full_february	DAY_OF_WEEK
2020-07-24	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02697	0.18811	full_february	DAY_OF_WEEK
2020-07-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09585	0.16132	full_february	DAY_OF_WEEK
2020-07-26	LKA	GADM	LKA.15.2_1	Mannar Town	0.00058	0.23063	full_february	DAY_OF_WEEK
2020-07-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10271	0.14635	full_february	DAY_OF_WEEK
2020-07-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07876	0.177	full_february	DAY_OF_WEEK
2020-07-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02614	0.16636	full_february	DAY_OF_WEEK
2020-07-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01939	0.14035	full_february	DAY_OF_WEEK
2020-07-31	LKA	GADM	LKA.15.2_1	Mannar Town	0.00623	0.12256	full_february	DAY_OF_WEEK
2020-08-01	LKA	GADM	LKA.15.2_1	Mannar Town	0.01022	0.1583	full_february	DAY_OF_WEEK
2020-08-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10195	0.17598	full_february	DAY_OF_WEEK
2020-08-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08248	0.15686	full_february	DAY_OF_WEEK
2020-08-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05019	0.14468	full_february	DAY_OF_WEEK
2020-08-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.14409	0.14276	full_february	DAY_OF_WEEK
2020-08-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.20684	0.2015	full_february	DAY_OF_WEEK
2020-08-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12175	0.15623	full_february	DAY_OF_WEEK
2020-08-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.17979	0.15544	full_february	DAY_OF_WEEK
2020-08-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.06789	0.19183	full_february	DAY_OF_WEEK
2020-08-10	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11934	0.16133	full_february	DAY_OF_WEEK
2020-08-11	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0364	0.14153	full_february	DAY_OF_WEEK
2020-08-12	LKA	GADM	LKA.15.2_1	Mannar Town	-0.09387	0.13899	full_february	DAY_OF_WEEK
2020-08-13	LKA	GADM	LKA.15.2_1	Mannar Town	0.06812	0.14171	full_february	DAY_OF_WEEK
2020-08-14	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05115	0.13585	full_february	DAY_OF_WEEK
2020-08-15	LKA	GADM	LKA.15.2_1	Mannar Town	0.01499	0.16476	full_february	DAY_OF_WEEK
2020-08-16	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05419	0.17342	full_february	DAY_OF_WEEK
2020-08-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.16483	0.14254	full_february	DAY_OF_WEEK
2020-08-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05577	0.13866	full_february	DAY_OF_WEEK
2020-08-19	LKA	GADM	LKA.15.2_1	Mannar Town	0.06585	0.15057	full_february	DAY_OF_WEEK
2020-08-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01797	0.14315	full_february	DAY_OF_WEEK
2020-08-21	LKA	GADM	LKA.15.2_1	Mannar Town	0.00982	0.16146	full_february	DAY_OF_WEEK
2020-08-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01315	0.1849	full_february	DAY_OF_WEEK
2020-08-23	LKA	GADM	LKA.15.2_1	Mannar Town	0.0112	0.17266	full_february	DAY_OF_WEEK
2020-08-24	LKA	GADM	LKA.15.2_1	Mannar Town	0.05846	0.13695	full_february	DAY_OF_WEEK
2020-08-25	LKA	GADM	LKA.15.2_1	Mannar Town	0.05532	0.15313	full_february	DAY_OF_WEEK
2020-08-26	LKA	GADM	LKA.15.2_1	Mannar Town	0.04701	0.10972	full_february	DAY_OF_WEEK
2020-08-27	LKA	GADM	LKA.15.2_1	Mannar Town	0.04313	0.1266	full_february	DAY_OF_WEEK
2020-08-28	LKA	GADM	LKA.15.2_1	Mannar Town	0.00139	0.13124	full_february	DAY_OF_WEEK
2020-08-29	LKA	GADM	LKA.15.2_1	Mannar Town	0.05855	0.15504	full_february	DAY_OF_WEEK
2020-08-30	LKA	GADM	LKA.15.2_1	Mannar Town	0.0167	0.16084	full_february	DAY_OF_WEEK
2020-08-31	LKA	GADM	LKA.15.2_1	Mannar Town	-0.1052	0.11322	full_february	DAY_OF_WEEK
2020-09-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.14737	0.14878	full_february	DAY_OF_WEEK
2020-09-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.14689	0.15185	full_february	DAY_OF_WEEK
2020-09-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.02423	0.15409	full_february	DAY_OF_WEEK
2020-09-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05089	0.14388	full_february	DAY_OF_WEEK
2020-09-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.116	0.16882	full_february	DAY_OF_WEEK
2020-09-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11008	0.18094	full_february	DAY_OF_WEEK
2020-09-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05773	0.13256	full_february	DAY_OF_WEEK
2020-09-08	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03435	0.16219	full_february	DAY_OF_WEEK
2020-09-09	LKA	GADM	LKA.15.2_1	Mannar Town	-0.01895	0.15432	full_february	DAY_OF_WEEK
2020-09-10	LKA	GADM	LKA.15.2_1	Mannar Town	0.03591	0.1335	full_february	DAY_OF_WEEK
2020-09-11	LKA	GADM	LKA.15.2_1	Mannar Town	0.10803	0.12584	full_february	DAY_OF_WEEK
2020-09-12	LKA	GADM	LKA.15.2_1	Mannar Town	0.01155	0.21201	full_february	DAY_OF_WEEK
2020-09-13	LKA	GADM	LKA.15.2_1	Mannar Town	-0.08092	0.17652	full_february	DAY_OF_WEEK
2020-09-14	LKA	GADM	LKA.15.2_1	Mannar Town	0.09436	0.15706	full_february	DAY_OF_WEEK
2020-09-15	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12382	0.16989	full_february	DAY_OF_WEEK
2020-09-16	LKA	GADM	LKA.15.2_1	Mannar Town	0.09081	0.13987	full_february	DAY_OF_WEEK
2020-09-17	LKA	GADM	LKA.15.2_1	Mannar Town	-0.04867	0.14733	full_february	DAY_OF_WEEK
2020-09-18	LKA	GADM	LKA.15.2_1	Mannar Town	-0.07192	0.13507	full_february	DAY_OF_WEEK
2020-09-19	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10182	0.18197	full_february	DAY_OF_WEEK
2020-09-20	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0245	0.18316	full_february	DAY_OF_WEEK
2020-09-21	LKA	GADM	LKA.15.2_1	Mannar Town	0.00204	0.16272	full_february	DAY_OF_WEEK
2020-09-22	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11256	0.14174	full_february	DAY_OF_WEEK
2020-09-23	LKA	GADM	LKA.15.2_1	Mannar Town	-0.04938	0.1448	full_february	DAY_OF_WEEK
2020-09-24	LKA	GADM	LKA.15.2_1	Mannar Town	0.01558	0.17248	full_february	DAY_OF_WEEK
2020-09-25	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10846	0.16987	full_february	DAY_OF_WEEK
2020-09-26	LKA	GADM	LKA.15.2_1	Mannar Town	-0.10214	0.17624	full_february	DAY_OF_WEEK
2020-09-27	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03033	0.19778	full_february	DAY_OF_WEEK
2020-09-28	LKA	GADM	LKA.15.2_1	Mannar Town	-0.12455	0.19913	full_february	DAY_OF_WEEK
2020-09-29	LKA	GADM	LKA.15.2_1	Mannar Town	-0.0823	0.16194	full_february	DAY_OF_WEEK
2020-09-30	LKA	GADM	LKA.15.2_1	Mannar Town	-0.21767	0.15268	full_february	DAY_OF_WEEK
2020-10-01	LKA	GADM	LKA.15.2_1	Mannar Town	-0.04653	0.18964	full_february	DAY_OF_WEEK
2020-10-02	LKA	GADM	LKA.15.2_1	Mannar Town	-0.05514	0.1238	full_february	DAY_OF_WEEK
2020-10-03	LKA	GADM	LKA.15.2_1	Mannar Town	-0.11687	0.16905	full_february	DAY_OF_WEEK
2020-10-04	LKA	GADM	LKA.15.2_1	Mannar Town	-0.03972	0.1726	full_february	DAY_OF_WEEK
2020-10-05	LKA	GADM	LKA.15.2_1	Mannar Town	-0.13405	0.15033	full_february	DAY_OF_WEEK
2020-10-06	LKA	GADM	LKA.15.2_1	Mannar Town	-0.04128	0.12993	full_february	DAY_OF_WEEK
2020-10-07	LKA	GADM	LKA.15.2_1	Mannar Town	-0.13084	0.15226	full_february	DAY_OF_WEEK
