gnd_id,gnd_name,min_duration
LK-6218080,Perukuwatana,0.44
LK-6218145,Karathanvilluwa,0.44
LK-2209190,Diyankaduwa,0.439722222
LK-9139085,Madalagama,0.439722222
LK-4303070,Sinnadampan,0.439722222
LK-6163565,Niyangama,0.439444444
LK-9233020,Dodawatta,0.439444444
LK-9233100,Rasnakkanda,0.439444444
LK-7139020,Mahalindawewa,0.439166667
LK-6127065,Mamunugama,0.439166667
LK-8115085,Ketakellagama,0.439166667
LK-7112020,Sandamaleliya,0.438888889
LK-3124115,Udugama West,0.438888889
LK-3303045,Hathporuwa,0.438888889
LK-9118055,Mulgama,0.438611111
LK-9142090,Kompitiya,0.437777778
LK-1115335,Mawathagama West,0.437777778
LK-2309205,Thunhitiyawa,0.4375
LK-4215045,Maruthamadhu,0.4375
LK-4215050,Ahathimurippu,0.436944444
LK-2309210,Wewathenna,0.436944444
LK-9118095,Kuragala,0.436944444
LK-2230150,Welangahawatta,0.436111111
LK-7212075,Maguldamana,0.436111111
LK-6178425,Wellewa,0.435833333
LK-6178375,Maholawa,0.435833333
LK-6178230,Meddepola Ihala,0.435833333
LK-6178430,Narangamuwa,0.435833333
LK-6178135,Raddalana,0.435833333
LK-6178195,Bammanna,0.435833333
LK-6178200,Kadirapola,0.435833333
LK-6178255,Elabadagama East,0.435833333
LK-6178385,Badabedda,0.435833333
LK-6178265,Elabadagama West,0.435833333
LK-6178415,Balawala,0.435833333
LK-6178410,Bopitiya,0.435833333
LK-6178395,Elibichchiya,0.435833333
LK-6178185,Bowatta,0.435833333
LK-6178165,Daraluwa,0.435833333
LK-6178210,Dodampotta,0.435833333
LK-6178260,Elabadagama North,0.435833333
LK-6178280,Elivila,0.435833333
LK-6178100,Erepola,0.435833333
LK-6178025,Eriyagolla,0.435833333
LK-6178085,Hamangalla,0.435833333
LK-6178040,Ingaradavula,0.435833333
LK-6178005,Gallehemulla,0.435833333
LK-6178285,Gonulla East,0.435833333
LK-6178305,Gonulla West,0.435833333
LK-6178060,Hamanagoda,0.435833333
LK-6178330,Hendiyagala,0.435833333
LK-6178110,Hengawa,0.435833333
LK-6178295,Hettirippuwa,0.435833333
LK-6178250,Horawadunna,0.435833333
LK-6178155,Hundirapola,0.435833333
LK-6178170,Hunuvila,0.435833333
LK-6178360,Ihala Galayaya,0.435833333
LK-6178245,Ihala Kotuwella,0.435833333
LK-6178240,Ihala Labbala,0.435833333
LK-6178290,Indivinna,0.435833333
LK-6178310,Irabadagama,0.435833333
LK-6178150,Kandepola,0.435833333
LK-6178215,Konduruwawela,0.435833333
LK-6178175,Kongoda,0.435833333
LK-6178055,Katugampala,0.435833333
LK-6178270,Mookalana,0.435833333
LK-6178080,Kavudumunna,0.435833333
LK-6178370,Kekillapitiya,0.435833333
LK-6178390,Kohombapola,0.435833333
LK-6178190,Koodalupotta,0.435833333
LK-6178105,Madigepola,0.435833333
LK-6178225,Maharagama,0.435833333
LK-6178205,Mahingamuwa,0.435833333
LK-6178275,Makandura Ihala,0.435833333
LK-6178320,Makandura Pahala,0.435833333
LK-6178145,Mutugalayayagama,0.435833333
LK-6178435,Malgamuwa,0.435833333
LK-6178420,Mattegama,0.435833333
LK-6178220,Meddepola Pahala,0.435833333
LK-6178065,Mummana,0.435833333
LK-6178350,Medirivila,0.435833333
LK-6178400,Mellawalana,0.435833333
LK-6178045,Mohottawa,0.435833333
LK-6178010,Nabirittankadawara,0.435833333
LK-6178345,Nalawalana,0.435833333
LK-6178095,Narangoda North,0.435833333
LK-6178090,Narangoda South,0.435833333
LK-6178180,Werahera,0.435833333
LK-6178120,Nedalagamuwa North,0.435833333
LK-6178300,Villiyagala,0.435833333
LK-6178115,Paragammana,0.435833333
LK-6178125,Nedalagamuwa South,0.435833333
LK-6178355,Pahala Galayaya,0.435833333
LK-6178405,Pahala Labbala,0.435833333
LK-6178365,Pannala,0.435833333
LK-6178325,Panwalakumbura,0.435833333
LK-6178020,Pethigodagedara,0.435833333
LK-6178160,Welpalla,0.435833333
LK-6178335,Sandalankawa,0.435833333
LK-6178235,Siyambalawalana,0.435833333
LK-6178380,Thalammehera,0.435833333
LK-6178070,Wattegedara,0.435833333
LK-6178340,Thambakanda,0.435833333
LK-6178035,Thelambugammana,0.435833333
LK-6178015,Udugama,0.435833333
LK-6178140,Waguruwela,0.435833333
LK-6178315,Wetakeyawa,0.435833333
LK-6178075,Wettewa,0.435833333
LK-6178030,Yatattawala,0.435833333
LK-6178130,Yayamulla,0.435833333
LK-4403010,Amaithipuram,0.435833333
LK-6178050,Batapotha Ela,0.435833333
LK-6230095,Arachchikattuwa East,0.435555556
LK-6230165,Dematapitiya,0.435555556
LK-6230160,Mukkandaluwa,0.435555556
LK-6230105,Adippala,0.435555556
LK-6230060,Ambakele,0.435555556
LK-6230090,Arachchikattuwa West,0.435555556
LK-6230155,Karukkuliya,0.435555556
LK-6230100,Bandarahena,0.435555556
LK-6230035,Anavilundawa,0.435555556
LK-6230110,Andanan Kattuwa,0.435555556
LK-6230145,Bangadeniya,0.435555556
LK-6230140,Kottapitiya,0.435555556
LK-6230005,Battuluoya,0.435555556
LK-6230015,Buruthakele,0.435555556
LK-6230115,Kumarakattuwa,0.435555556
LK-6230125,Diganwewa,0.435555556
LK-6230120,Elivitiya,0.435555556
LK-6230085,Sengaloya,0.435555556
LK-6230045,Ilakkattuwa,0.435555556
LK-6230055,Ihala Attanganaya,0.435555556
LK-6230135,Kusala,0.435555556
LK-6230075,Karukupane,0.435555556
LK-6230010,Mahamaeliya,0.435555556
LK-6230070,Nalladarankattuwa,0.435555556
LK-6230025,Pahala Attanganaya,0.435555556
LK-6230050,Pankulawa,0.435555556
LK-6230130,Rajakadaluwa,0.435555556
LK-6230040,Suruvila,0.435555556
LK-6230080,Wairankattuwa,0.435555556
LK-6230150,Weerakumandaluwa,0.435555556
LK-6230065,Welipelessa,0.435555556
LK-6230030,Wijayakatupatha Elen Egoda,0.435555556
LK-6230020,Wijayakatupatha Elen Megoda,0.435555556
LK-4215075,Kondachchi,0.435277778
LK-4415015,Ampalavanpokkanai,0.435
LK-9203205,Hurimaluwa,0.435
LK-2312250,Kirimetiya,0.434444444
LK-8115115,Kithulwattagama,0.434444444
LK-9203125,Kossinna,0.434444444
LK-2303145,Ihala Gorakaoya,0.434444444
LK-5209030,Iddapola,0.433611111
LK-3206155,Kosmodara,0.433611111
LK-7112005,Dematamalgama,0.433055556
LK-2118235,Ganegala,0.433055556
LK-2115045,Madulkele,0.432777778
LK-2315180,Lethant,0.4325
LK-3203070,Kodikaragoda West,0.4325
LK-9203110,Kanugolla,0.4325
LK-6109010,Mahaweli Thenna,0.432222222
LK-6109035,Weliyawa,0.432222222
LK-6109145,Atharagalla,0.432222222
LK-6109085,Galapitadigana,0.432222222
LK-6109115,Ihala Embogama,0.432222222
LK-6109015,Andarawewa,0.432222222
LK-6109160,Hunugallewa,0.432222222
LK-6109020,Bongama,0.432222222
LK-6109070,Divulgane,0.432222222
LK-6109125,Ehetuwewa,0.432222222
LK-6109075,Ihala Digana,0.432222222
LK-6109155,Eriyawa,0.432222222
LK-6109090,Ethinimole,0.432222222
LK-6109150,Gurugoda,0.432222222
LK-6109105,Hiddewa,0.432222222
LK-6109110,Kaduruwewa,0.432222222
LK-6109025,Katugampalagama,0.432222222
LK-6109050,Kuda Kathoruwa,0.432222222
LK-6109130,Nakolagane,0.432222222
LK-6109120,Maha Embogama,0.432222222
LK-6109030,Maha Kathnoruwa,0.432222222
LK-6109040,Makulewa,0.432222222
LK-6109165,Thimbiriyawa,0.432222222
LK-6109005,Medinnoruwa,0.432222222
LK-6109095,Ratnadivulwewa,0.432222222
LK-6109065,Mudiyannegama,0.432222222
LK-6109175,Nabadewa,0.432222222
LK-6109080,Nithalawa,0.432222222
LK-6109100,Nithogama,0.432222222
LK-6109060,Pothanegama,0.432222222
LK-6109135,Veheragodayaya,0.432222222
LK-6109045,Vikadenigama,0.432222222
LK-6109170,Walathwewa,0.432222222
LK-6109055,Wedinigama,0.432222222
LK-6109140,Yaddessawa,0.432222222
LK-4209015,Parasankulam,0.432222222
LK-2306170,Hapuwala,0.431944444
LK-7206195,Perakumpura,0.431944444
LK-8212095,Pallegama,0.431944444
LK-2309450,Roopaha East,0.431666667
LK-9115170,Maddethalawa,0.431666667
LK-5206075,Kehelulla,0.431666667
LK-4512075,Nallur,0.431388889
LK-7209090,Sanghabodhigama,0.431388889
LK-8127110,Thawalampola,0.431388889
LK-9145035,Gangodagama,0.431111111
LK-9230055,Atulugamwela,0.431111111
LK-8130265,Hingurugamuwa,0.430555556
LK-6163255,Dedurunadeegama,0.430277778
LK-2209255,Galboda,0.430277778
LK-8121050,Thelbedda,0.430277778
LK-8215060,Aliyawatta,0.43
LK-8212170,Beraliyapola,0.43
LK-6118090,Kuruvikulama,0.429166667
LK-6118025,Ambale,0.429166667
LK-6118055,Agara Uda,0.429166667
LK-6118040,Halambe,0.429166667
LK-6118015,Abokkagama,0.429166667
LK-6118105,Ambagammana,0.429166667
LK-6118120,Divullewa,0.429166667
LK-6118035,Galpanawa,0.429166667
LK-6118125,Kadigawa Track1,0.429166667
LK-6118130,Kadigawa Track3,0.429166667
LK-6118085,Kallanchiya,0.429166667
LK-6118005,Koralayagama,0.429166667
LK-6118075,Kanagullewa,0.429166667
LK-6118020,Kanuketiya,0.429166667
LK-6118115,Kongaswalayagama,0.429166667
LK-6118100,Niraliyadda,0.429166667
LK-6118050,Leekolapitiya,0.429166667
LK-6118140,Magurankadawala,0.429166667
LK-6118010,Malpanawa,0.429166667
LK-6118095,Nammuwawa,0.429166667
LK-6118060,Udahenegama,0.429166667
LK-6118045,Ottukulama,0.429166667
LK-6118065,Rambewa,0.429166667
LK-6118080,Rasnayakapura,0.429166667
LK-6118135,Subhasinghapura,0.429166667
LK-6118070,Thalakolawewa,0.429166667
LK-6118030,Udunowa,0.429166667
LK-6118110,Unagolla,0.429166667
LK-6227010,Wilpatha East,0.429166667
LK-6227005,Dewala Handiya,0.429166667
LK-6227040,Thamarakkulama,0.429166667
LK-6227030,Kammandaluwa,0.429166667
LK-6227050,Katupotha,0.429166667
LK-6227055,Madawakkulama,0.429166667
LK-6227020,Nagavila,0.429166667
LK-6227065,Nandimithtrapura,0.429166667
LK-6227075,Pallama,0.429166667
LK-6227090,Thammana,0.429166667
LK-6227025,Periyamaduwa,0.429166667
LK-6227080,Wathupola,0.429166667
LK-6227085,Puliyankulama,0.429166667
LK-6227045,Serukele,0.429166667
LK-6227015,Siyabalagaswewa,0.429166667
LK-6227070,Wendakaduwa,0.429166667
LK-6227060,Wetiya,0.429166667
LK-6227035,Wilpatha West,0.429166667
LK-9112010,Ketawala,0.429166667
LK-2206105,Etawarahena,0.428888889
LK-8233050,Indikolapelessa,0.428888889
LK-9124100,Alupotha,0.428611111
LK-9124050,Dippitigala,0.428611111
LK-9124060,Welimaluwa,0.428611111
LK-9121030,Pelendakanda,0.428611111
LK-9124160,Kapuhenthota,0.428611111
LK-9124165,Panawenna,0.428611111
LK-9124125,pelmadulla Town,0.428611111
LK-9124145,Pelmadullagama,0.428611111
LK-9121080,Hattella,0.428611111
LK-9121075,Akarella,0.428611111
LK-9121090,Batadura,0.428611111
LK-9121095,Liyanagoda,0.428611111
LK-9121065,Dandeniya,0.428611111
LK-9121100,Galkanda,0.428611111
LK-9121055,Hallinna,0.428611111
LK-9121085,Hattella Egoda,0.428611111
LK-9121025,Kendaketiya,0.428611111
LK-9121035,Madola,0.428611111
LK-9121015,Malmeekanda,0.428611111
LK-9121045,Opanayaka,0.428611111
LK-9121020,Meegahawela,0.428611111
LK-9121010,Metihakwala,0.428611111
LK-9121005,Polwattahena,0.428611111
LK-9121040,Udawela,0.428611111
LK-9121070,Wallaketiya,0.428611111
LK-9124015,Berenduwa,0.428611111
LK-9124010,Bopetta,0.428611111
LK-9124110,Denawaka Pathakada,0.428611111
LK-9124140,Denawaka Udakada,0.428611111
LK-9124105,Dewalegama,0.428611111
LK-9124040,Dombagasvinna,0.428611111
LK-9124065,Gallinna,0.428611111
LK-9124030,Ganegama,0.428611111
LK-9124035,Godagama,0.428611111
LK-9124005,Gonakumbura,0.428611111
LK-9124155,Halpawala,0.428611111
LK-9124150,Ihala Bopitiya,0.428611111
LK-9124085,Ihala Hakamuwa,0.428611111
LK-9124180,Kattange,0.428611111
LK-9124025,Kuttapitiya,0.428611111
LK-9124055,Lellopitiya,0.428611111
LK-9124075,Marapana,0.428611111
LK-9124115,Rilhena,0.428611111
LK-9124070,Maudella,0.428611111
LK-9124020,Narangoda,0.428611111
LK-9124095,Niralgama,0.428611111
LK-9124120,Pahala Bopitiya,0.428611111
LK-9124080,Pahala Hakamuwa,0.428611111
LK-9124185,Poronuwa,0.428611111
LK-9124090,Pottakanda,0.428611111
LK-9124045,Sannasgama,0.428611111
LK-9124130,Udathula,0.428611111
LK-9124135,Warigama,0.428611111
LK-9121060,Hunuwala South,0.428611111
LK-9121050,Hunuwala North,0.428611111
LK-9124170,Borala,0.428611111
LK-9124175,Morathota,0.428611111
LK-2145255,Letiyagolla,0.4275
LK-5209065,Kekirihena,0.427222222
LK-1310010,Arakavila,0.426388889
LK-1310060,Batugampala,0.426388889
LK-1310145,Dombagaskanda,0.426388889
LK-1310090,Ingiriya North,0.426388889
LK-1310100,Eduragala,0.426388889
LK-1310040,Handapangoda East,0.426388889
LK-1310055,Handapangoda South,0.426388889
LK-1310045,Handapangoda West,0.426388889
LK-1310150,Ingiriya West,0.426388889
LK-1310015,Kandanapitiya,0.426388889
LK-1310140,Kekulaliya,0.426388889
LK-1310035,Kotigala,0.426388889
LK-1310020,Kottiyawatta,0.426388889
LK-1310025,Kurana North,0.426388889
LK-1310030,Kurana South,0.426388889
LK-1310070,Maha Ingiriya,0.426388889
LK-1310105,Maputugala,0.426388889
LK-1310005,Menerigama,0.426388889
LK-1310075,Nambapana,0.426388889
LK-1310095,Nimalagama,0.426388889
LK-1310110,Pelpitigoda,0.426388889
LK-1310130,Poruwadanda East,0.426388889
LK-1310125,Poruwadanda West,0.426388889
LK-1310065,Raigam Wattha,0.426388889
LK-1310120,Rathmalgoda West,0.426388889
LK-1310080,Urugala East,0.426388889
LK-1310155,Urugala West,0.426388889
LK-1310135,Wagawatta,0.426388889
LK-1310085,Ingiriya East,0.426388889
LK-1118095,Arukwatta North,0.426388889
LK-1118210,Mahingala,0.426388889
LK-1118005,Pinnawala North,0.426388889
LK-1118185,Beliattavila,0.426388889
LK-1118065,Pitumpe North,0.426388889
LK-1118110,Angampitiya,0.426388889
LK-1118035,Siyambalawa,0.426388889
LK-1118055,Uggalla,0.426388889
LK-1118195,Malagala,0.426388889
LK-1118100,Arukwatta South,0.426388889
LK-1118105,Ganegoda,0.426388889
LK-1118120,Angamuwa,0.426388889
LK-1118170,Beruketiya,0.426388889
LK-1118075,Galagedara East,0.426388889
LK-1118230,Dambora,0.426388889
LK-1118165,Dampe,0.426388889
LK-1118080,Galagedara North,0.426388889
LK-1118085,Galagedara South,0.426388889
LK-1118220,Gurulana,0.426388889
LK-1118045,Halpe,0.426388889
LK-1118180,Horagala East,0.426388889
LK-1118200,Kahawala,0.426388889
LK-1118175,Horagala West,0.426388889
LK-1118215,Ihala Bope,0.426388889
LK-1118145,Kurugala,0.426388889
LK-1118140,Liyanwala,0.426388889
LK-1118155,Madulawa North,0.426388889
LK-1118150,Madulawa South,0.426388889
LK-1118190,Miriyagalla,0.426388889
LK-1118090,Padukka,0.426388889
LK-1118040,Pahala Bope,0.426388889
LK-1118135,Pahala Padukka,0.426388889
LK-1118010,Pinnawala South,0.426388889
LK-1118070,Pitumpe South,0.426388889
LK-1118130,Poregedara,0.426388889
LK-1118025,Thummodara,0.426388889
LK-1118225,Udagama,0.426388889
LK-1118020,Waga East,0.426388889
LK-1118015,Waga North,0.426388889
LK-1118030,Waga South,0.426388889
LK-1118050,Waga West,0.426388889
LK-1118115,Weragala,0.426388889
LK-1118060,Wewelpanawa,0.426388889
LK-1118205,Yatawathura,0.426388889
LK-1310050,Kekuladola,0.426388889
LK-1310115,Rathmalgoda East,0.426388889
LK-1118160,Horakandawala,0.426388889
LK-1118125,Udumulla,0.426388889
LK-3206035,Ihalagama,0.426111111
LK-8230035,Mahawewa,0.425833333
LK-7209020,Sungavila,0.425277778
LK-2121215,Asamodagamyaya,0.424166667
LK-7106120,Thimbiriwewa,0.423888889
LK-7106010,Kanugahawewa,0.423888889
LK-7106025,Punchimudagama,0.423888889
LK-7106035,D05 Wahalkada,0.423888889
LK-7106095,Ihala Usgollewa,0.423888889
LK-7106045,Kahatagollewa,0.423888889
LK-7106100,Aithiyagewewa,0.423888889
LK-7106105,Bandaraulpotha,0.423888889
LK-7106080,Ethalvidda Wewa,0.423888889
LK-7106060,Galawewa,0.423888889
LK-7106115,Gonahathdenawa,0.423888889
LK-7106030,D06 Wahalkada,0.423888889
LK-7106085,Gonumeriyawa,0.423888889
LK-7106110,Kiriketuwewa,0.423888889
LK-7106040,D04 Wahalkada,0.423888889
LK-7106005,Halmillawetiya,0.423888889
LK-7106125,Handagala Kirimetiyawa,0.423888889
LK-7106015,Herathhalmillewa,0.423888889
LK-7106090,Kebithigollewa,0.423888889
LK-7106055,Kunchuttuwa,0.423888889
LK-7106070,Kurulugama,0.423888889
LK-7106075,Sinhalaetaweerawewa,0.423888889
LK-7106050,Thammennewa,0.423888889
LK-7106065,Thittagonewa,0.423888889
LK-7106130,Wattewewa,0.423888889
LK-7106020,Bellankadawela,0.423888889
LK-7103075,Padaviya,0.423888889
LK-7103025,Parakramapura,0.423888889
LK-7103015,Abhayapura,0.423888889
LK-7103045,Balayawewa,0.423888889
LK-7103035,Bisokotuwa,0.423888889
LK-7103010,Elikimbulagala,0.423888889
LK-7103070,Bogahawewa,0.423888889
LK-7103005,Buddhangala,0.423888889
LK-7103060,Kumbukwewa,0.423888889
LK-7103050,Mahasenpura,0.423888889
LK-7103030,Track B,0.423888889
LK-7103020,Maithreepura,0.423888889
LK-7103065,Ruwanpura,0.423888889
LK-7103040,Sudarshanagama,0.423888889
LK-7103055,Urewa,0.423888889
LK-9118040,Batugammana,0.423888889
LK-8230015,Aluthwewa,0.423888889
LK-2306195,Kottala,0.423611111
LK-2312150,Summerset,0.423611111
LK-8130005,Alakolagala,0.423611111
LK-3124125,Homadola,0.423333333
LK-2315320,Kotiyagala,0.423055556
LK-8230020,Hambegamuwa,0.4225
LK-2303375,Labukele,0.4225
LK-2315310,Bogawana,0.4225
LK-4312040,Kanthasamy Nagar,0.4225
LK-2221095,Cloda,0.421666667
LK-2315140,Lakshapana,0.421666667
LK-8130315,Ohiya Estate,0.421666667
LK-8215110,Hulandawa south,0.421666667
LK-5209070,Kudaharasgala,0.421388889
LK-3209185,Ehelakanda,0.421111111
LK-6160060,Ellagonna,0.420833333
LK-6160185,Mawathagama West,0.420833333
LK-6160345,Kandehena,0.420833333
LK-6160315,Boyagoda,0.420833333
LK-6160275,Dunukewatta,0.420833333
LK-6160195,Ilukewela South,0.420833333
LK-6160110,Arampola,0.420833333
LK-6160205,Akade,0.420833333
LK-6160050,Arampola Watta North,0.420833333
LK-6160055,Arampola Watta South,0.420833333
LK-6160140,Delgolla Watta South,0.420833333
LK-6160220,Bandaragala,0.420833333
LK-6160010,Barandana,0.420833333
LK-6160115,Delgolla Watta North,0.420833333
LK-6160235,Delpaddana,0.420833333
LK-6160270,Gonagala,0.420833333
LK-6160335,Eriminna,0.420833333
LK-6160020,Etagahawela,0.420833333
LK-6160025,Galapitamulla,0.420833333
LK-6160265,Gonagaldeniya,0.420833333
LK-6160355,Halwahala,0.420833333
LK-6160100,Henepola,0.420833333
LK-6160310,Hettipola,0.420833333
LK-6160030,Hidagolla,0.420833333
LK-6160200,Ihala Weligepola,0.420833333
LK-6160130,Ilukewela North,0.420833333
LK-6160305,Kahapathwala,0.420833333
LK-6160245,Kotikapola Ihalagama,0.420833333
LK-6160295,Kahapathwala North,0.420833333
LK-6160280,Kalugamuwa,0.420833333
LK-6160290,Katugampalagedara,0.420833333
LK-6160005,Kongaswala,0.420833333
LK-6160330,Kossinna,0.420833333
LK-6160240,Kotikapala,0.420833333
LK-6160070,Madawa,0.420833333
LK-6160300,Malandeniya,0.420833333
LK-6160105,Maralanda,0.420833333
LK-6160085,Maswewa,0.420833333
LK-6160135,Mawathagama,0.420833333
LK-6160145,Mawathagama North,0.420833333
LK-6160250,Mawathagama South,0.420833333
LK-6160255,Meddegamgoda,0.420833333
LK-6160175,Mee/ Medagamgoda,0.420833333
LK-6160170,Mee/ Pallegama West,0.420833333
LK-6160180,Mee/ Wambugamgoda,0.420833333
LK-6160150,Mee/Pallegama East,0.420833333
LK-6160260,Mee/Udagama,0.420833333
LK-6160095,Pilessa Pahalagama,0.420833333
LK-6160325,Metibokka,0.420833333
LK-6160120,Nawa Pothubowa,0.420833333
LK-6160230,Paragahadeniya,0.420833333
LK-6160090,Pilessa Ihalagama,0.420833333
LK-6160065,Pothubowa,0.420833333
LK-6160160,Rathneggama,0.420833333
LK-6160190,Samodagama,0.420833333
LK-6160225,Singhapura,0.420833333
LK-6160040,Tharapotha,0.420833333
LK-6160045,Tigola,0.420833333
LK-6160340,Uda Inguruwatta,0.420833333
LK-6160320,Udakottamulla,0.420833333
LK-6160035,Udanagama,0.420833333
LK-6160350,Uggalpaya,0.420833333
LK-6160215,Wadiyagoda,0.420833333
LK-6160210,Waraddana,0.420833333
LK-6160165,Yatiwala,0.420833333
LK-6160285,Watareka,0.420833333
LK-6160125,Welikumbura,0.420833333
LK-6160015,Wewagedara,0.420833333
LK-8206165,Gonathalawa,0.420833333
LK-6160080,Kahandawelipotha,0.420833333
LK-6160155,Bulathwatta,0.420833333
LK-6160075,Kanduboda,0.420833333
LK-6233190,Melpura,0.420555556
LK-6233220,Inigodawela,0.420555556
LK-6233135,Karawitagara West,0.420555556
LK-6233005,Kurusapaduwa,0.420555556
LK-6233185,Pitipana East,0.420555556
LK-6233110,Thittakade,0.420555556
LK-6233180,Maikkulama,0.420555556
LK-6233035,Weerapandiyana,0.420555556
LK-6233240,Ambakandavila,0.420555556
LK-6233145,Dambakele,0.420555556
LK-6233100,Ichchampitiya,0.420555556
LK-6233225,Ihala Olidaluwa,0.420555556
LK-6233170,Ilippadeniya,0.420555556
LK-6233095,Aluthwatta,0.420555556
LK-6233010,Deduruoya,0.420555556
LK-6233235,Olidaluwa,0.420555556
LK-6233090,Aluthwatta,0.420555556
LK-6233245,Kakkapalliya,0.420555556
LK-6233045,Kanattawa,0.420555556
LK-6233040,Maha Vilattawa,0.420555556
LK-6233155,Karavita,0.420555556
LK-6233140,Karavitagara East,0.420555556
LK-6233120,Kokkavila,0.420555556
LK-6233020,Manuwangama East,0.420555556
LK-6233015,Manuwangama West,0.420555556
LK-6233230,Maradankulama,0.420555556
LK-6233215,Merawala,0.420555556
LK-6233115,Mugunuwatawana,0.420555556
LK-6233160,Mungandaluwa East,0.420555556
LK-6233165,Mungandaluwa West,0.420555556
LK-6233200,Pitipana South,0.420555556
LK-6233105,Munneshwarama,0.420555556
LK-6233025,Nariyagama North,0.420555556
LK-6233125,Pulliyankadawara,0.420555556
LK-6233050,Nariyagama South,0.420555556
LK-6233030,Parappanmulla,0.420555556
LK-6233195,Pitipana North,0.420555556
LK-6233130,Punchi Vilattawa,0.420555556
LK-6233175,Sawarana,0.420555556
LK-6233065,Thimbilla,0.420555556
LK-6233060,Thissogama,0.420555556
LK-6233055,Urudayandaluwa,0.420555556
LK-6233070,Wattakkaliya,0.420555556
LK-6233150,Weerakelewatta,0.420555556
LK-6233210,Welihena,0.420555556
LK-6233205,Weralabada,0.420555556
LK-6233080,Weralabada North,0.420555556
LK-6233075,Weralabada South,0.420555556
LK-6233085,Egodawatta,0.420555556
LK-8121125,Welibissa,0.42
LK-7121095,Kokmaduwa,0.419166667
LK-4303085,Puliyankulam North,0.419166667
LK-2309270,Kurunduoya,0.418611111
LK-4312065,Sinnasippikulam,0.418611111
LK-9227010,Galpatha,0.418333333
LK-8142140,Seelathenna,0.418055556
LK-3124245,Hangaranwala,0.4175
LK-8212075,Muthukandiya,0.4175
LK-9112190,Dewalegawa,0.417222222
LK-8221055,Warunagama,0.417222222
LK-5112180,Rugam,0.416944444
LK-3133025,Okanda,0.416944444
LK-3133090,Paniyandoowa,0.416944444
LK-3133010,Patabendimulla,0.416944444
LK-3133130,Polhunnawa,0.416944444
LK-3133020,Kaluwadumulla,0.416944444
LK-3133095,Hirewatta,0.416944444
LK-3133015,Karittakanda,0.416944444
LK-3133105,Batadoowa,0.416944444
LK-3133030,Keraminiya,0.416944444
LK-3133115,Batapola South,0.416944444
LK-3133055,Batapola Central,0.416944444
LK-3133125,Batapola East,0.416944444
LK-3133065,Batapola North,0.416944444
LK-3133110,Batapola West,0.416944444
LK-3133160,Diddeliya,0.416944444
LK-3133155,Domanvila,0.416944444
LK-3133165,Eranavila,0.416944444
LK-3133075,Godahena,0.416944444
LK-3133005,Heppumulla,0.416944444
LK-3133080,Poramba,0.416944444
LK-3133070,Kobeithuduwa,0.416944444
LK-3133060,Kondagala,0.416944444
LK-3133175,Metiwala,0.416944444
LK-3133145,Lewdoowa,0.416944444
LK-3133100,Maha Ambalangoda,0.416944444
LK-3133170,Meetiyagoda,0.416944444
LK-3133135,Nawagama,0.416944444
LK-3133140,Nindana,0.416944444
LK-3133035,Polwatta,0.416944444
LK-3133040,Thalgasgoda,0.416944444
LK-3133050,Thanipolgahalanga,0.416944444
LK-3133045,Thilakapura,0.416944444
LK-3133150,Udakerewa,0.416944444
LK-3133085,Vilegoda,0.416944444
LK-3133180,Walakada,0.416944444
LK-8218145,Dewathura,0.416944444
LK-3133120,Dorala,0.416944444
LK-2209185,Elhena,0.416666667
LK-5306005,Thennaimaravady,0.416388889
LK-5306030,Thiriyai,0.416388889
LK-2309305,Galabada,0.416388889
LK-5309030,Madawachchiya,0.416388889
LK-5309045,Mailawewa,0.416388889
LK-5309005,Gomarankadawala,0.416388889
LK-5309050,Bakmeegama,0.416388889
LK-5309015,Galkadawala,0.416388889
LK-5309010,Kalyanapura,0.416388889
LK-5309025,Kandamalawa,0.416388889
LK-5309035,Kivulakadawala,0.416388889
LK-5306115,Periyakulam,0.416388889
LK-5309020,Pamburugaswewa,0.416388889
LK-5309040,Pulikandikulama,0.416388889
LK-5306110,Iqbalnagar,0.416388889
LK-5306095,Irakkandy,0.416388889
LK-5306070,Cassimnagar,0.416388889
LK-5306055,Iranaikerni,0.416388889
LK-5306035,Senthoor,0.416388889
LK-5306065,Jayanagar,0.416388889
LK-5306045,Kallampattai,0.416388889
LK-5306050,Kuchchaveli,0.416388889
LK-5306085,Kumbrupiddy East,0.416388889
LK-5306080,Kumbrupiddy North,0.416388889
LK-5306075,Kumbrupiddy South,0.416388889
LK-5306090,Nilaveli,0.416388889
LK-5306020,Pulmoddai Division No 01,0.416388889
LK-5306015,Pulmoddai Division No 02,0.416388889
LK-5306010,Pulmoddai Division No 03,0.416388889
LK-5306025,Pulmoddai Division No 04,0.416388889
LK-5306120,Valayoothu,0.416388889
LK-5306060,Veerancholai,0.416388889
LK-5306100,Gopalapuram,0.416388889
LK-5306040,Kaddukulam,0.416388889
LK-5306105,Veloor,0.416388889
LK-3206030,Adaradeniya,0.416111111
LK-8142030,Nikapotha West,0.416111111
LK-8119010,Metigahathenna,0.416111111
LK-2124015,Gonawala,0.415833333
LK-3124220,Yatalamatta East,0.415
LK-7121060,Kubukgollewa,0.414722222
LK-8103120,Sorabora,0.414722222
LK-2145015,Wathuliyedda,0.414722222
LK-5324155,Upparu,0.414166667
LK-4203195,Periyanavatkulam,0.414166667
LK-8127090,Pitiyakumbura,0.413888889
